,Species,chloroplast,mitochondrion,nuclear,transcriptome,RefSeq,WGS,rbcL,matK,ITS,trnL,psbA-trnH,atpF-atpH,psbK-psbI,rpoB,rpoC1,ycf1,ndhF,Total Count of NCBI Data,synonyms
0,melon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
