Species,synonyms,chloroplast,mitochondrion,nuclear,transcriptome,RefSeq,WGS,rbcL,matK,ITS,trnL,psbA-trnH,atpF-atpH,psbK-psbI,rpoB,rpoC1,ycf1,ndhF,Total Count of Data Found,Total NCBI (no filters)
Solanum lycopersicum,"Lycopersicon esculentum,Solanum esculentum,tomato",20,46,433368,319070,59892,329,103,56,133,14,6,41,0,42,42,40,41,813243,812535
