,Species,chloroplast,mitochondrion,nuclear,transcriptome,RefSeq,WGS,rbcL,matK,ITS,trnL,psbA-trnH,atpF-atpH,psbK-psbI,rpoB,rpoC1,ycf1,ndhF,Total Count of Data Found,synonyms
0,zea mays,4,442,2614819,2191644,77385,30105,39,45,80,15,0,30,0,30,30,0,31,4914699,Zea mays var. japonica
