Species,chloroplast,mitochondrion,nuclear,transcriptome,RefSeq,WGS,rbcL,matK,ITS,trnL,psbA-trnH,atpF-atpH,psbK-psbI,rpoB,rpoC1,ycf1,ndhF,Total Count of Data Found,synonyms
zea mays,4,442,2616405,2191663,77385,30406,69,79,84,15,0,60,0,60,60,0,61,4916793,Zea mays var. japonica
