,Species,chloroplast,mitochondrion,nuclear,transcriptome,RefSeq,WGS,rbcL,matK,ITS,trnL,psbA-trnH,atpF-atpH,psbK-psbI,rpoB,rpoC1,ycf1,ndhF,Total Count of NCBI Data,synonyms
0,Nicotiana tabacum,1,48,1445688,341399,268913,168274,28,20,41,9,7,13,0,15,14,15,15,2224500,common tobacco
