,Species,chloroplast,mitochondrion,nuclear,transcriptome,RefSeq,WGS,rbcL,matK,ITS,trnL,psbA-trnH,atpF-atpH,psbK-psbI,rpoB,rpoC1,ycf1,ndhF,Total Count of Data Found,synonyms
0,Solanaceae,57,1099,2976378,1635268,1099456,877290,3286,3642,4731,2100,3197,1334,32,1489,1451,1521,2170,6614501,
